uk_airdate,episode,series,round,viewers_7day,channels_rank,baker_id,contestant,age,gender,hometown,occupation,tech_rank_scaled,sig_sum,showstopper_sum,tech_rank,n_remaining,series_winner,eliminated_round,signature_bake,signature_flavor,signature_looks,first_half_review,showstopper_bake,showstopper_flavor,showstopper_looks,second_half_review,star_baker,eliminated,sig_ss_sum
NA,10.1,10,1,NA,NA,10.Maisam,Maisam,18,F,Greater Manchester,Student and sales assistant,0.8181818181818181,1,-1,5,12,0,2,1,1,-1,-1,-1,1,-1,-1,0,0,0
NA,10.1,10,1,NA,NA,10.Maxy,Maxy,29,F,London,Architectural assistant,-1.9090909090909094,-1,1,10,12,0,8,-1,1,-1,NA,1,1,-1,NA,0,0,0
NA,10.1,10,1,NA,NA,10.Rebs,Rebs,23,F,County Antrim,Masters student,-2.454545454545454,-2,2,11,12,0,4,-1,-1,0,-1,0,1,1,-1,0,0,0
NA,10.1,10,1,NA,NA,10.Sandro,Sandro,30,M,London,Nanny,2.454545454545454,3,-1,2,12,0,10,1,1,1,1,1,-1,-1,1,0,0,2
NA,10.1,10,1,NA,NA,10.Syabira,Syabira,32,F,London,Cardiovascular research associate,3,1,1,1,12,1,10,1,1,-1,1,1,-1,1,1,0,0,2
NA,10.1,10,1,NA,NA,10.Will,Will,45,M,London,Former charity director,-1.3636363636363638,-2,-1,9,12,0,1,0,-1,-1,-1,-1,0,0,-1,0,1,-3
NA,10.2,10,2,NA,NA,10.Abdul,Abdul,29,M,London,Electronics engineer,-3,-1,3,11,11,0,10,1,-1,-1,NA,1,1,1,NA,0,0,2
NA,10.2,10,2,NA,NA,10.Carole,Carole,59,F,Dorset,Supermarket cashier,1.2000000000000002,-2,1,4,11,0,5,0,-1,-1,NA,-1,1,1,-1,0,0,-1
NA,10.2,10,2,NA,NA,10.Dawn,Dawn,60,F,Bedfordshire,IT manager,-1.8000000000000003,3,3,9,11,0,6,1,1,1,NA,1,1,1,NA,0,0,6
NA,10.2,10,2,NA,NA,10.James,James,25,M,Cumbria,Nuclear scientist,2.4000000000000004,3,3,2,11,0,4,1,1,1,NA,1,1,1,1,0,0,6
NA,10.2,10,2,NA,NA,10.Janusz,Janusz,34,M,East Sussex,Personal assistant to head teacher,0,1,3,6,11,0,9,-1,1,1,NA,1,1,1,NA,0,0,4
NA,10.2,10,2,NA,NA,10.Kevin,Kevin,33,M,Lanarkshire,Music teacher,-1.1999999999999997,-2,2,8,11,0,7,0,-1,-1,NA,0,1,1,NA,0,0,0
NA,10.2,10,2,NA,NA,10.Maisam,Maisam,18,F,Greater Manchester,Student and sales assistant,-0.5999999999999999,-1,2,7,11,0,2,1,-1,-1,NA,1,1,0,-1,0,1,1
NA,10.2,10,2,NA,NA,10.Maxy,Maxy,29,F,London,Architectural assistant,0.5999999999999999,3,3,5,11,0,8,1,1,1,NA,1,1,1,1,1,0,6
NA,10.2,10,2,NA,NA,10.Rebs,Rebs,23,F,County Antrim,Masters student,3,1,-2,1,11,0,4,1,1,-1,NA,-1,-1,0,-1,0,0,-1
NA,10.2,10,2,NA,NA,10.Sandro,Sandro,30,M,London,Nanny,1.7999999999999998,3,3,3,11,0,10,1,1,1,NA,1,1,1,NA,0,0,6
NA,10.2,10,2,NA,NA,10.Syabira,Syabira,32,F,London,Cardiovascular research associate,-2.4000000000000004,3,3,10,11,1,10,1,1,1,NA,1,1,1,1,0,0,6
NA,10.3,10,3,NA,NA,10.Carole,Carole,59,F,Dorset,Supermarket cashier,-3,0,0,8,8,0,5,0,1,-1,NA,-1,0,1,-1,0,0,0
NA,10.3,10,3,NA,NA,10.Dawn,Dawn,60,F,Bedfordshire,IT manager,-1.2857142857142858,-3,-1,6,8,0,6,-1,-1,-1,NA,-1,-1,1,-1,0,0,-4
NA,10.3,10,3,NA,NA,10.James,James,25,M,Cumbria,Nuclear scientist,1.2857142857142858,1,2,3,8,0,4,1,0,0,NA,1,0,1,NA,0,0,3
NA,10.3,10,3,NA,NA,10.Janusz,Janusz,34,M,East Sussex,Personal assistant to head teacher,3,-1,3,1,8,0,9,0,-1,0,NA,1,1,1,1,1,0,2
NA,10.3,10,3,NA,NA,10.Kevin,Kevin,33,M,Lanarkshire,Music teacher,-2.1428571428571423,2,0,7,8,0,7,0,1,1,NA,-1,1,0,-1,0,0,2
NA,10.3,10,3,NA,NA,10.Maxy,Maxy,29,F,London,Architectural assistant,2.142857142857143,2,1,2,8,0,8,1,1,0,NA,0,1,0,NA,0,0,3
NA,10.3,10,3,NA,NA,10.Sandro,Sandro,30,M,London,Nanny,0.4285714285714287,3,1,4,8,0,10,1,1,1,NA,1,1,-1,1,0,0,4
NA,10.3,10,3,NA,NA,10.Syabira,Syabira,32,F,London,Cardiovascular research associate,-0.4285714285714284,1,3,5,8,1,10,1,-1,1,NA,1,1,1,1,0,0,4
NA,10.4,10,4,NA,NA,10.Abdul,Abdul,29,M,London,Electronics engineer,-0.3333333333333335,0,2,6,10,0,10,-1,0,1,NA,1,1,0,NA,0,0,2
NA,10.4,10,4,NA,NA,10.Carole,Carole,59,F,Dorset,Supermarket cashier,-3,-1,1,10,10,0,5,-1,1,-1,NA,1,-1,1,-1,0,0,0
NA,10.4,10,4,NA,NA,10.Dawn,Dawn,60,F,Bedfordshire,IT manager,0.3333333333333335,-1,3,5,10,0,6,-1,1,-1,NA,1,1,1,NA,0,0,2
NA,10.4,10,4,NA,NA,10.James,James,25,M,Cumbria,Nuclear scientist,-1.6666666666666667,-1,1,8,10,0,4,-1,-1,1,NA,1,1,-1,-1,0,1,0
NA,10.4,10,4,NA,NA,10.Janusz,Janusz,34,M,East Sussex,Personal assistant to head teacher,-0.9999999999999998,0,1,7,10,0,9,0,-1,1,NA,-1,1,1,1,0,0,1
NA,10.4,10,4,NA,NA,10.Kevin,Kevin,33,M,Lanarkshire,Music teacher,1,1,0,4,10,0,7,-1,1,1,NA,-1,1,0,NA,0,0,1
NA,10.4,10,4,NA,NA,10.Maxy,Maxy,29,F,London,Architectural assistant,3,3,3,1,10,0,8,1,1,1,NA,1,1,1,1,1,0,6
NA,10.4,10,4,NA,NA,10.Rebs,Rebs,23,F,County Antrim,Masters student,-2.333333333333333,-1,-2,9,10,0,4,-1,1,-1,NA,0,-1,-1,-1,0,1,-3
NA,10.4,10,4,NA,NA,10.Sandro,Sandro,30,M,London,Nanny,1.6666666666666667,1,1,3,10,0,10,-1,1,1,NA,1,-1,1,1,0,0,2
NA,10.4,10,4,NA,NA,10.Syabira,Syabira,32,F,London,Cardiovascular research associate,2.3333333333333335,1,0,2,10,1,10,-1,1,1,NA,-1,0,1,NA,0,0,1
NA,10.5,10,5,NA,NA,10.Abdul,Abdul,29,M,London,Electronics engineer,2.142857142857143,3,0,2,8,0,10,1,1,1,1,-1,0,1,NA,0,0,3
NA,10.5,10,5,NA,NA,10.Carole,Carole,59,F,Dorset,Supermarket cashier,-1.2857142857142858,-1,1,6,8,0,5,-1,1,-1,-1,-1,1,1,-1,0,1,0
NA,10.5,10,5,NA,NA,10.Dawn,Dawn,60,F,Bedfordshire,IT manager,-2.1428571428571423,0,1,7,8,0,6,0,1,-1,-1,1,1,-1,-1,0,0,1
NA,10.5,10,5,NA,NA,10.Janusz,Janusz,34,M,East Sussex,Personal assistant to head teacher,3,-1,3,1,8,0,9,0,-1,0,1,1,1,1,1,0,0,2
NA,10.5,10,5,NA,NA,10.Kevin,Kevin,33,M,Lanarkshire,Music teacher,-0.4285714285714284,-1,1,5,8,0,7,-1,1,-1,-1,-1,1,1,NA,0,0,0
NA,10.5,10,5,NA,NA,10.Maxy,Maxy,29,F,London,Architectural assistant,1.2857142857142858,2,1,3,8,0,8,1,1,0,1,1,-1,1,NA,0,0,3
NA,10.5,10,5,NA,NA,10.Sandro,Sandro,30,M,London,Nanny,0.4285714285714287,3,3,4,8,0,10,1,1,1,1,1,1,1,1,1,0,6
NA,10.5,10,5,NA,NA,10.Syabira,Syabira,32,F,London,Cardiovascular research associate,-3,1,1,8,8,1,10,0,0,1,-1,1,-1,1,-1,0,0,2
NA,10.6,10,6,NA,NA,10.Abdul,Abdul,29,M,London,Electronics engineer,-3,3,2,7,7,0,10,1,1,1,NA,0,1,1,NA,0,0,5
NA,10.6,10,6,NA,NA,10.Dawn,Dawn,60,F,Bedfordshire,IT manager,-0.9999999999999998,-2,-3,5,7,0,6,0,-1,-1,NA,-1,-1,-1,-1,0,1,-5
NA,10.6,10,6,NA,NA,10.Janusz,Janusz,34,M,East Sussex,Personal assistant to head teacher,2,0,1,2,7,0,9,1,-1,0,NA,1,-1,1,NA,0,0,1
NA,10.6,10,6,NA,NA,10.Kevin,Kevin,33,M,Lanarkshire,Music teacher,1,-1,-1,3,7,0,7,-1,1,-1,NA,0,0,-1,-1,0,0,-2
NA,10.6,10,6,NA,NA,10.Maxy,Maxy,29,F,London,Architectural assistant,-2,3,1,6,7,0,8,1,1,1,NA,1,1,-1,NA,0,0,4
NA,10.6,10,6,NA,NA,10.Sandro,Sandro,30,M,London,Nanny,0,0,-1,4,7,0,10,1,-1,0,NA,-1,-1,1,NA,0,0,-1
NA,10.6,10,6,NA,NA,10.Syabira,Syabira,32,F,London,Cardiovascular research associate,3,3,2,1,7,1,10,1,1,1,NA,1,0,1,1,1,0,5
NA,10.7,10,7,NA,NA,10.Abdul,Abdul,29,M,London,Electronics engineer,-0.5999999999999999,3,2,4,6,0,10,1,1,1,NA,0,1,1,NA,0,0,5
NA,10.7,10,7,NA,NA,10.Janusz,Janusz,34,M,East Sussex,Personal assistant to head teacher,-1.8000000000000003,3,1,5,6,0,9,1,1,1,NA,1,-1,1,-1,0,0,4
NA,10.7,10,7,NA,NA,10.Kevin,Kevin,33,M,Lanarkshire,Music teacher,0.5999999999999999,-1,1,3,6,0,7,-1,1,-1,NA,1,1,-1,-1,0,1,0
NA,10.7,10,7,NA,NA,10.Maxy,Maxy,29,F,London,Architectural assistant,1.7999999999999998,0,0,2,6,0,8,-1,1,0,NA,1,-1,0,NA,0,0,0
NA,10.7,10,7,NA,NA,10.Sandro,Sandro,30,M,London,Nanny,3,1,2,1,6,0,10,1,-1,1,NA,1,0,1,1,0,0,3
NA,10.7,10,7,NA,NA,10.Syabira,Syabira,32,F,London,Cardiovascular research associate,-3,3,3,6,6,1,10,1,1,1,NA,1,1,1,1,1,0,6
NA,10.8,10,8,NA,NA,10.Abdul,Abdul,29,M,London,Electronics engineer,0,-3,1,3,5,0,10,-1,-1,-1,NA,1,1,-1,1,0,0,-2
NA,10.8,10,8,NA,NA,10.Janusz,Janusz,34,M,East Sussex,Personal assistant to head teacher,1.5,-1,0,2,5,0,9,-1,-1,1,NA,-1,1,0,1,0,0,-1
NA,10.8,10,8,NA,NA,10.Maxy,Maxy,29,F,London,Architectural assistant,-3,-1,1,5,5,0,8,-1,1,-1,NA,0,1,0,-1,0,1,0
NA,10.8,10,8,NA,NA,10.Sandro,Sandro,30,M,London,Nanny,3,-1,1,1,5,0,10,-1,1,-1,NA,-1,1,1,-1,0,0,0
NA,10.8,10,8,NA,NA,10.Syabira,Syabira,32,F,London,Cardiovascular research associate,-1.5,2,2,4,5,1,10,0,1,1,NA,1,1,0,1,1,0,4
NA,10.9,10,9,NA,NA,10.Abdul,Abdul,29,M,London,Electronics engineer,1,1,3,2,4,0,10,1,1,-1,1,1,1,1,1,1,0,4
NA,10.9,10,9,NA,NA,10.Janusz,Janusz,34,M,East Sussex,Personal assistant to head teacher,-0.9999999999999998,1,0,3,4,0,9,-1,1,1,-1,-1,1,0,-1,0,1,1
NA,10.9,10,9,NA,NA,10.Sandro,Sandro,30,M,London,Nanny,-3,1,2,4,4,0,10,1,0,0,-1,1,1,0,-1,0,0,3
NA,10.9,10,9,NA,NA,10.Syabira,Syabira,32,F,London,Cardiovascular research associate,3,3,2,1,4,1,10,1,1,1,1,0,1,1,1,0,0,5
NA,10.10,10,10,NA,NA,10.Abdul,Abdul,29,M,London,Electronics engineer,3,1,-2,1,3,0,10,1,1,-1,NA,-1,0,-1,NA,0,1,-1
NA,10.10,10,10,NA,NA,10.Sandro,Sandro,30,M,London,Nanny,-3,1,-1,3,3,0,10,-1,1,1,NA,-1,1,-1,NA,0,1,0
NA,10.10,10,10,NA,NA,10.Syabira,Syabira,32,F,London,Cardiovascular research associate,0,3,2,2,3,1,10,1,1,1,NA,1,1,0,NA,1,0,5
NA,11.1,11,1,NA,NA,11.Abbi,Abbi,27,F,Cumbria,Delivery driver,1.9090909090909092,3,3,3,12,0,3,1,1,1,1,1,1,1,1,0,0,6
NA,11.1,11,1,NA,NA,11.Amos,Amos,43,M,London,Deli and grocery manager,2.454545454545454,-2,-2,2,12,0,1,0,-1,-1,-1,-1,-1,0,-1,0,1,-4
NA,11.1,11,1,NA,NA,11.Cristy,Cristy,33,F,London,Personal assistant,0.2727272727272728,2,3,6,12,0,8,1,0,1,1,1,1,1,1,0,0,5
NA,11.1,11,1,NA,NA,11.Dan,Dan,42,M,Cheshire,Civil engineering resource planner,3,3,3,1,12,0,10,1,1,1,1,1,1,1,1,1,0,6
NA,11.1,11,1,NA,NA,11.Dana,Dana,25,F,Essex,Database administrator,-3,0,-2,12,12,0,6,0,1,-1,-1,0,-1,-1,-1,0,0,-2
NA,11.1,11,1,NA,NA,11.Josh,Josh,27,M,Leicestershire,Chemical biology post-doctoral research associate,-0.8181818181818181,1,1,8,12,0,10,-1,1,1,NA,0,0,1,NA,0,0,2
NA,11.1,11,1,NA,NA,11.Keith,Keith,60,M,Hampshire,Chartered accountant,1.3636363636363638,3,1,4,12,0,2,1,1,1,1,1,1,-1,1,0,0,4
NA,11.1,11,1,NA,NA,11.Matty,Matty,28,M,Cambridgeshire,PE and science teacher,-0.2727272727272725,0,1,7,12,1,10,0,1,-1,NA,1,1,-1,NA,0,0,1
NA,11.1,11,1,NA,NA,11.Nicky,Nicky,52,F,Shropshire,Retired cabin crew and pet-therapy charity volunteer,-1.9090909090909094,1,0,10,12,0,5,0,0,1,NA,-1,0,1,-1,0,0,1
NA,11.1,11,1,NA,NA,11.Rowan,Rowan,21,M,West Yorkshire,English literature student,-1.3636363636363638,3,3,9,12,0,5,1,1,1,NA,1,1,1,NA,0,0,6
NA,11.1,11,1,NA,NA,11.Saku,Saku,50,F,Herefordshire,Intelligence analyst,0.8181818181818181,1,0,5,12,0,7,0,1,0,NA,-1,0,1,NA,0,0,1
NA,11.1,11,1,NA,NA,11.Tasha,Tasha,27,F,Bristol,Children's charity participation officer,-2.454545454545454,1,3,11,12,0,9,1,1,-1,-1,1,1,1,NA,0,0,4
NA,11.2,11,2,NA,NA,11.Abbi,Abbi,27,F,Cumbria,Delivery driver,3,0,3,1,11,0,3,1,-1,0,NA,1,1,1,NA,0,0,3
NA,11.2,11,2,NA,NA,11.Cristy,Cristy,33,F,London,Personal assistant,-1.8000000000000003,1,3,9,11,0,8,0,0,1,NA,1,1,1,NA,0,0,4
NA,11.2,11,2,NA,NA,11.Dan,Dan,42,M,Cheshire,Civil engineering resource planner,2.4000000000000004,1,2,2,11,0,10,1,1,-1,NA,0,1,1,NA,0,0,3
NA,11.2,11,2,NA,NA,11.Dana,Dana,25,F,Essex,Database administrator,-0.5999999999999999,-1,2,7,11,0,6,0,0,-1,-1,1,1,0,NA,0,0,1
NA,11.2,11,2,NA,NA,11.Josh,Josh,27,M,Leicestershire,Chemical biology post-doctoral research associate,0,3,3,6,11,0,10,1,1,1,NA,1,1,1,1,0,0,6
NA,11.2,11,2,NA,NA,11.Keith,Keith,60,M,Hampshire,Chartered accountant,-3,1,1,11,11,0,2,1,1,-1,-1,-1,1,1,-1,0,1,2
NA,11.2,11,2,NA,NA,11.Matty,Matty,28,M,Cambridgeshire,PE and science teacher,0.5999999999999999,2,3,5,11,1,10,0,1,1,NA,1,1,1,NA,0,0,5
NA,11.2,11,2,NA,NA,11.Nicky,Nicky,52,F,Shropshire,Retired cabin crew and pet-therapy charity volunteer,1.2000000000000002,2,1,4,11,0,5,1,0,1,-1,0,0,1,-1,0,0,3
NA,11.2,11,2,NA,NA,11.Rowan,Rowan,21,M,West Yorkshire,English literature student,1.7999999999999998,3,0,3,11,0,5,1,1,1,1,0,1,-1,NA,0,0,3
NA,11.2,11,2,NA,NA,11.Saku,Saku,50,F,Herefordshire,Intelligence analyst,-2.4000000000000004,2,1,10,11,0,7,0,1,1,NA,1,1,-1,NA,0,0,3
NA,11.2,11,2,NA,NA,11.Tasha,Tasha,27,F,Bristol,Children's charity participation officer,-1.1999999999999997,3,3,8,11,0,9,1,1,1,1,1,1,1,1,1,0,6
NA,11.3,11,3,NA,NA,11.Abbi,Abbi,27,F,Cumbria,Delivery driver,-1.6666666666666667,-3,0,8,10,0,3,-1,-1,-1,-1,0,1,-1,-1,0,1,-3
NA,11.3,11,3,NA,NA,11.Cristy,Cristy,33,F,London,Personal assistant,-0.3333333333333335,0,3,6,10,0,8,0,-1,1,NA,1,1,1,NA,0,0,3
NA,11.3,11,3,NA,NA,11.Dan,Dan,42,M,Cheshire,Civil engineering resource planner,-3,2,-3,10,10,0,10,1,1,0,-1,-1,-1,-1,-1,0,0,-1
NA,11.3,11,3,NA,NA,11.Dana,Dana,25,F,Essex,Database administrator,1.6666666666666667,-1,0,3,10,0,6,-1,1,-1,NA,-1,1,0,NA,0,0,-1
NA,11.3,11,3,NA,NA,11.Josh,Josh,27,M,Leicestershire,Chemical biology post-doctoral research associate,1,3,3,4,10,0,10,1,1,1,1,1,1,1,1,0,0,6
NA,11.3,11,3,NA,NA,11.Matty,Matty,28,M,Cambridgeshire,PE and science teacher,-0.9999999999999998,1,2,7,10,1,10,1,1,-1,NA,0,1,1,NA,0,0,3
NA,11.3,11,3,NA,NA,11.Nicky,Nicky,52,F,Shropshire,Retired cabin crew and pet-therapy charity volunteer,0.3333333333333335,-2,0,5,10,0,5,-1,-1,0,NA,0,-1,1,NA,0,0,-2
NA,11.3,11,3,NA,NA,11.Rowan,Rowan,21,M,West Yorkshire,English literature student,-2.333333333333333,-1,-1,9,10,0,5,0,0,-1,-1,-1,-1,1,-1,0,0,-2
NA,11.3,11,3,NA,NA,11.Saku,Saku,50,F,Herefordshire,Intelligence analyst,3,1,-1,1,10,0,7,-1,1,1,1,-1,-1,1,NA,0,0,0
NA,11.3,11,3,NA,NA,11.Tasha,Tasha,27,F,Bristol,Children's charity participation officer,2.3333333333333335,2,3,2,10,0,9,1,1,0,1,1,1,1,1,1,0,5
NA,11.4,11,4,NA,NA,11.Cristy,Cristy,33,F,London,Personal assistant,-2.1428571428571423,-2,1,7,8,0,8,-1,-1,0,-1,-1,1,1,-1,0,0,-1
NA,11.4,11,4,NA,NA,11.Dan,Dan,42,M,Cheshire,Civil engineering resource planner,3,-1,1,1,8,0,10,-1,-1,1,NA,-1,1,1,1,0,0,0
NA,11.4,11,4,NA,NA,11.Dana,Dana,25,F,Essex,Database administrator,-0.4285714285714284,2,-1,5,8,0,6,0,1,1,NA,1,-1,-1,NA,0,0,1
NA,11.4,11,4,NA,NA,11.Josh,Josh,27,M,Leicestershire,Chemical biology post-doctoral research associate,-1.2857142857142858,0,-1,6,8,0,10,-1,1,0,NA,1,-1,-1,NA,0,0,-1
NA,11.4,11,4,NA,NA,11.Matty,Matty,28,M,Cambridgeshire,PE and science teacher,2.142857142857143,1,2,2,8,1,10,0,1,0,NA,1,1,0,1,1,0,3
NA,11.4,11,4,NA,NA,11.Nicky,Nicky,52,F,Shropshire,Retired cabin crew and pet-therapy charity volunteer,0.4285714285714287,1,3,4,8,0,5,0,0,1,NA,1,1,1,1,0,0,4
NA,11.4,11,4,NA,NA,11.Rowan,Rowan,21,M,West Yorkshire,English literature student,1.2857142857142858,2,-2,3,8,0,5,0,1,1,NA,0,-1,-1,-1,0,0,0
NA,11.4,11,4,NA,NA,11.Saku,Saku,50,F,Herefordshire,Intelligence analyst,-3,-1,0,8,8,0,7,-1,1,-1,-1,-1,1,0,-1,0,0,-1
NA,11.5,11,5,NA,NA,11.Cristy,Cristy,33,F,London,Personal assistant,0,3,3,5,9,0,8,1,1,1,NA,1,1,1,1,1,0,6
NA,11.5,11,5,NA,NA,11.Dan,Dan,42,M,Cheshire,Civil engineering resource planner,3,0,0,1,9,0,10,0,1,-1,NA,1,-1,0,NA,0,0,0
NA,11.5,11,5,NA,NA,11.Dana,Dana,25,F,Essex,Database administrator,2.25,2,-2,2,9,0,6,0,1,1,NA,-1,-1,0,-1,0,0,0
NA,11.5,11,5,NA,NA,11.Josh,Josh,27,M,Leicestershire,Chemical biology post-doctoral research associate,-2.25,0,3,8,9,0,10,-1,1,0,NA,1,1,1,1,0,0,3
NA,11.5,11,5,NA,NA,11.Matty,Matty,28,M,Cambridgeshire,PE and science teacher,-1.5,1,-2,7,9,1,10,0,1,0,NA,-1,0,-1,-1,0,0,-1
NA,11.5,11,5,NA,NA,11.Nicky,Nicky,52,F,Shropshire,Retired cabin crew and pet-therapy charity volunteer,-3,0,1,9,9,0,5,-1,0,1,NA,-1,1,1,-1,0,1,1
NA,11.5,11,5,NA,NA,11.Rowan,Rowan,21,M,West Yorkshire,English literature student,0.75,1,-3,4,9,0,5,1,1,-1,NA,-1,-1,-1,-1,0,1,-2
NA,11.5,11,5,NA,NA,11.Saku,Saku,50,F,Herefordshire,Intelligence analyst,-0.75,0,1,6,9,0,7,-1,1,0,NA,0,0,1,-1,0,0,1
NA,11.5,11,5,NA,NA,11.Tasha,Tasha,27,F,Bristol,Children's charity participation officer,1.5,3,0,3,9,0,9,1,1,1,NA,0,1,-1,1,0,0,3
NA,11.6,11,6,NA,NA,11.Cristy,Cristy,33,F,London,Personal assistant,3,3,1,1,7,0,8,1,1,1,1,-1,1,1,1,0,0,4
NA,11.6,11,6,NA,NA,11.Dan,Dan,42,M,Cheshire,Civil engineering resource planner,1,1,1,3,7,0,10,0,1,0,NA,1,-1,1,NA,0,0,2
NA,11.6,11,6,NA,NA,11.Dana,Dana,25,F,Essex,Database administrator,-2,-2,-1,6,7,0,6,0,-1,-1,-1,-1,-1,1,-1,0,1,-3
NA,11.6,11,6,NA,NA,11.Josh,Josh,27,M,Leicestershire,Chemical biology post-doctoral research associate,2,3,3,2,7,0,10,1,1,1,1,1,1,1,1,1,0,6
NA,11.6,11,6,NA,NA,11.Matty,Matty,28,M,Cambridgeshire,PE and science teacher,0,-1,-1,4,7,1,10,-1,-1,1,-1,-1,1,-1,-1,0,0,-2
NA,11.6,11,6,NA,NA,11.Saku,Saku,50,F,Herefordshire,Intelligence analyst,-0.9999999999999998,1,1,5,7,0,7,-1,1,1,NA,1,-1,1,-1,0,0,2
NA,11.6,11,6,NA,NA,11.Tasha,Tasha,27,F,Bristol,Children's charity participation officer,-3,3,3,7,7,0,9,1,1,1,NA,1,1,1,1,0,0,6
NA,11.7,11,7,NA,NA,11.Cristy,Cristy,33,F,London,Personal assistant,-0.5999999999999999,-2,0,4,6,0,8,-1,-1,0,-1,-1,1,0,-1,0,0,-2
NA,11.7,11,7,NA,NA,11.Dan,Dan,42,M,Cheshire,Civil engineering resource planner,1.7999999999999998,1,3,2,6,0,10,1,1,-1,1,1,1,1,1,1,0,4
NA,11.7,11,7,NA,NA,11.Josh,Josh,27,M,Leicestershire,Chemical biology post-doctoral research associate,0.5999999999999999,0,3,3,6,0,10,-1,1,0,1,1,1,1,1,0,0,3
